,maximum,minimum
MNXR2826,1.08166891102,0.0
MNXR2832,0.0,-0.0309646685192
MNXR28652,0.0,0.0
MNXR28653,0.0,0.0
MNXR28654,0.0,0.0
MNXR28660,0.0,0.0
MNXR28662,-0.425921685368,-0.425921685368
MNXR28663,-0.425921685368,-0.425921685368
MNXR28664,0.0,0.0
MNXR28665,0.0,0.0
MNXR28666,0.0,0.0
MNXR28667,0.0,0.0
MNXR28671,-0.425921685368,-0.425921685368
MNXR28672,-0.425921685368,-0.425921685368
MNXR28673,0.0,0.0
MNXR28674,0.0,0.0
MNXR28675,0.0,0.0
MNXR28676,0.0,0.0
MNXR28683,-0.106480421342,-0.106480421342
MNXR28684,-0.106480421342,-0.106480421342
MNXR28685,0.0,0.0
MNXR28686,0.0,0.0
MNXR28687,0.0,0.0
MNXR28688,0.0,0.0
MNXR28689,0.106480421342,0.106480421342
MNXR28690,0.106480421342,0.106480421342
MNXR28691,0.0,0.0
MNXR28692,0.0,0.0
MNXR28693,0.0,0.0
MNXR28694,0.0,0.0
MNXR28710,0.0,0.0
MNXR28711,0.0,0.0
MNXR28712,0.0,0.0
MNXR28713,0.0,0.0
MNXR28714,0.0,0.0
MNXR28715,0.0,0.0
MNXR28716,-0.319441264026,-0.319441264026
MNXR28717,-0.319441264026,-0.319441264026
MNXR28718,0.0,0.0
MNXR28719,0.0,0.0
MNXR28720,0.0,0.0
MNXR28721,0.0,0.0
MNXR28722,0.319441264026,0.319441264026
MNXR28723,0.319441264026,0.319441264026
MNXR29077,0.0,-0.986525367192
MNXR29256,0.0,0.0
MNXR2929,0.0,0.0
MNXR2930,0.0,0.0
MNXR29604,0.0,0.0
MNXR29606,0.0,0.0
MNXR29607,0.0,0.0
MNXR31648,0.0,-0.0309646685193
MNXR3231,0.0,0.0
MNXR32524,1.20676604607,1.20676604607
MNXR3277,0.0,-0.106480421342
MNXR3279,0.0,-0.389426969501
MNXR3312,0.0,-0.106480421342
MNXR33771,0.0,0.0
MNXR33785,0.0,0.0
MNXR33807,0.0,0.0
MNXR34453,0.0,0.0
MNXR3469,0.0,0.0
MNXR3495,1.4328375685,-0.730500253537
MNXR3536,0.0,0.0
MNXR35657,-7.27295967233e-14,-184.652170338
MNXR40035,0.0,0.0
MNXR40622,0.0,-7.53303177299
MNXR4313,0.0,-0.106480421342
MNXR4335,0.0,-0.106480421342
MNXR4402,0.0,-1.20676604607
MNXR4403,0.0,-1.20676604607
MNXR4458,0.0,0.0
MNXR46338,0.0,0.0
MNXR47135,0.0,0.0
MNXR5314,0.250105977109,0.250105977109
MNXR53357,-0.851843370735,-0.851843370735
MNXR53358,-0.851843370735,-0.851843370735
MNXR53359,0.0,0.0
MNXR53360,0.0,0.0
MNXR53361,0.851843370735,0.851843370735
MNXR53362,0.0,0.0
MNXR53363,0.851843370735,0.851843370735
MNXR53364,0.0,0.0
MNXR53365,0.0,0.0
MNXR53366,-1.50063586265,-1.50063586265
MNXR53368,0.0,0.0
MNXR5404,184.652170338,0.0
MNXR5449,0.0,0.0
MNXR5475,0.0309646685192,0.0309646685192
MNXR55674,0.250105977109,0.250105977109
MNXR55989,-0.250105977109,-0.250105977109
MNXR55990,-0.250105977109,-0.578947766173
MNXR5630,0.0,0.0
MNXR5681,0.0,0.0
MNXR5689,0.0,0.0
MNXR5724,0.0,0.0
MNXR5727,0.0,0.0
MNXR57329,0.0,0.0
MNXR5765,0.0,0.0
MNXR578,-0.123858674077,-0.123858674077
MNXR58251,0.0,-0.792636000737
MNXR5856,0.0,0.0
MNXR58824,1.00042390844,1.00042390844
MNXR5887,0.0,0.0
MNXR5910,0.0,0.0
MNXR59227,0.0,-4.02440425986
MNXR5927,0.0,0.0
MNXR59665,0.0,0.0
MNXR59713,0.0,0.0
MNXR59771,0.0,0.0
MNXR59886,0.0,0.0
MNXR60025,-0.0309646685192,-0.0309646685193
MNXR6030,0.0,0.0
MNXR60319,0.0,0.0
MNXR60320,0.0,0.0
MNXR60327,0.0,0.0
MNXR6043,0.0309646685193,0.0309646685192
MNXR60581,0.0,0.0
MNXR60651,0.0,0.0
MNXR60681,0.0,0.0
MNXR60682,0.0,0.0
MNXR60684,0.0,0.0
MNXR60685,0.0,0.0
MNXR60686,0.0,0.0
MNXR60687,0.0,0.0
MNXR60688,0.0,0.0
MNXR60689,0.0,0.0
MNXR60692,0.0,0.0
MNXR6106,0.0,0.0
MNXR6164,0.0,0.0
MNXR61873,0.0,0.0
MNXR6274,0.0,0.0
MNXR6283,0.0,0.0
MNXR62992,0.0,0.0
MNXR6311,0.0,0.0
MNXR6332,0.0,0.0
MNXR63965,0.0,0.0
MNXR63966,0.0,0.0
MNXR63967,0.0,0.0
MNXR63968,0.0,0.0
MNXR63969,0.0,0.0
MNXR63971,0.0,0.0
MNXR63972,0.0,0.0
MNXR63973,0.0,0.0
MNXR63975,0.0,0.0
MNXR6493,0.0,0.0
MNXR6494,225.748351584,0.0
MNXR6532,0.0,0.0
MNXR6539,0.0,0.0
MNXR65450,0.0,0.0
MNXR65498,0.0,0.0
MNXR6555,0.0,0.0
MNXR6631,0.0,0.0
MNXR67415,0.250105977109,0.250105977109
MNXR6834,0.0,0.0
MNXR6908,0.0,0.0
MNXR69161,0.0,0.0
MNXR69337,0.0,0.0
MNXR69346,0.0,0.0
MNXR69352,0.106480421342,0.0
MNXR6969,0.0,0.0
MNXR69693,0.0,0.0
MNXR69694,0.0,0.0
MNXR6970,3.1021653949,0.0
MNXR69727,0.0,-0.106480421342
MNXR69749,0.0,-0.106480421342
MNXR69763,0.0,0.0
MNXR69802,0.0,-287.571419399
MNXR69813,0.0,-320.423223622
MNXR69814,0.0,0.0
MNXR70083,0.0,0.0
MNXR70220,0.0,0.0
MNXR70329,0.0,0.0
MNXR70375,0.0,-215.09049305
MNXR7063,0.0,0.0
MNXR70958,0.0,0.0
MNXR71149,0.0,0.0
MNXR71171,0.0,0.0
MNXR7118,0.0,0.0
MNXR71184,0.0,0.0
MNXR71295,0.0,0.0
MNXR7133,0.0,0.0
MNXR7136,0.0,0.0
MNXR71393,0.0,0.0
MNXR71411,0.0,0.0
MNXR71500,0.0,0.0
MNXR71594,0.0,0.0
MNXR71850,42.0611236337,0.0
MNXR7212,0.0,0.0
MNXR72719,0.0,0.0
MNXR7297,0.0,0.0
MNXR73656,0.0928940055577,0.0
MNXR73710,0.0,0.0
MNXR73713,0.0,0.0
MNXR73934,0.0,0.0
MNXR74185,0.0,0.0
MNXR74304,0.0,-0.0928940055577
MNXR74373,0.0,0.0
MNXR74388,0.0928940055577,0.0
MNXR7442,0.0,0.0
MNXR7459,39.7058356491,-0.0154823342596
MNXR74626,0.0,0.0
MNXR74716,0.0,0.0
MNXR74717,0.0,0.0
MNXR74722,0.0,0.0
MNXR74782,0.0,0.0
MNXR74931,0.0,0.0
MNXR74932,0.0,0.0
MNXR75041,0.0,0.0
MNXR75218,0.0,0.0
MNXR75220,0.0,0.0
MNXR75221,0.0,0.0
MNXR75248,0.0,0.0
MNXR75249,0.0,0.0
MNXR75271,0.0,0.0
MNXR7594,0.0,0.0
MNXR7613,0.0,0.0
MNXR7644,0.0,0.0
MNXR7721,0.0,0.0
MNXR7792,0.0,0.0
MNXR78083,0.0,0.0
MNXR79288,10.0,-8.74947011446
MNXR79548,15.8839445248,-4.76132913353
MNXR79575,0.0,-39.643906312
MNXR79601,0.0,-19.821953156
MNXR79604,0.0,-1.30897889443
MNXR79613,212.13211281,0.0
MNXR79615,0.0,0.0
MNXR79647,0.0,0.0
MNXR79704,-2.41798510337,-42.9137347861
MNXR79735,0.0,0.0
MNXR79878,0.0,-0.851843370735
MNXR79883,0.0619293370385,0.0619293370385
MNXR80058,0.0,-40.4957496828
MNXR80306,39.6593886463,0.0
MNXR80308,40.4957496828,0.851843370735
MNXR80309,28.4808352385,0.0
MNXR80323,0.0,0.0
MNXR80370,0.0,0.0
MNXR80378,0.0,0.0
MNXR80380,0.0,0.0
MNXR80382,0.0,0.0
MNXR80383,0.106480421342,0.0
MNXR80385,0.0,0.0
MNXR80400,0.0,0.0
MNXR80403,0.0,0.0
MNXR80405,0.0,0.0
MNXR80406,0.0,0.0
MNXR80464,0.0,0.0
MNXR80501,-0.425921685368,-0.425921685368
MNXR80502,-0.425921685368,-0.425921685368
MNXR80503,0.0,0.0
MNXR80504,0.0,0.0
MNXR80505,0.0,0.0
MNXR80506,0.0,0.0
MNXR80553,0.0,0.0
MNXR80555,-0.106480421342,-0.106480421342
MNXR80556,0.106480421342,0.106480421342
MNXR80557,0.106480421342,0.106480421342
MNXR80558,0.0,0.0
MNXR80559,0.0,0.0
MNXR80560,0.0,0.0
MNXR80561,0.0,0.0
MNXR8073,0.0,0.0
MNXR80794,0.0309646685193,0.0309646685192
MNXR80876,0.0,0.0
MNXR80878,0.0,0.0
MNXR80879,0.0,0.0
MNXR81103,0.0619293370385,0.0619293370385
MNXR8129,0.0,0.0
MNXR8203,0.0,0.0
MNXR8219,0.0,0.0
MNXR8221,0.0,0.0
MNXR8252,0.0,0.0
MNXR8269,0.0,0.0
MNXR8303,0.0,0.0
MNXR8328,0.0,0.0
MNXR8404,0.0,0.0
MNXR84520,0.0,0.0
MNXR84532,0.0,0.0
MNXR84576,0.0,0.0
MNXR84580,0.0,0.0
MNXR84631,0.0,0.0
MNXR84761,0.0,0.0
MNXR84794,0.0,0.0
MNXR84885,0.0,-1.08166891102
MNXR84910,0.0,0.0
MNXR84911,0.0,0.0
MNXR84987,0.0,0.0
MNXR85051,0.0,0.0
MNXR85052,0.0,0.0
MNXR85058,0.0,0.0
MNXR85082,0.0,0.0
MNXR85159,0.0,0.0
MNXR85179,0.0,0.0
MNXR85205,0.0,0.0
MNXR85233,0.0,0.0
MNXR85234,0.0,0.0
MNXR85248,0.0,0.0
MNXR85267,0.0,0.0
MNXR85268,0.0,0.0
MNXR85270,0.0,0.0
MNXR85277,0.0,0.0
MNXR85287,0.0,0.0
MNXR85297,0.0,-0.0928940055577
MNXR85306,0.0,0.0
MNXR85308,0.0,0.0
MNXR85310,0.0,0.0
MNXR85314,0.0,0.0
MNXR85335,0.0,0.0
MNXR85362,0.0,0.0
MNXR85363,0.0309646685193,0.0309646685192
MNXR85368,0.0,0.0
MNXR85427,0.0,0.0
MNXR85428,0.0,0.0
MNXR85460,1.53985622315,-0.0309646685192
MNXR85534,0.0,0.0
MNXR85555,0.0,0.0
MNXR85587,0.0,0.0
MNXR85589,0.0,0.0
MNXR85709,0.0,0.0
MNXR8571,0.0,0.0
MNXR85731,0.0,0.0
MNXR85739,0.0,0.0
MNXR85754,0.0,0.0
MNXR85795,0.0,0.0
MNXR85856,0.0,0.0
MNXR8605,0.0,0.0
MNXR8691,0.0,0.0
MNXR86939,0.0,0.0
MNXR8700,0.0,0.0
MNXR87148,1.00042390844,-20.3761451128
MNXR8716,0.0,0.0
MNXR87173,0.0,0.0
MNXR8742,0.0,0.0
MNXR8903,0.0,0.0
MNXR8926,0.0,0.0
MNXR8994,9.97201447171,-5.9784780736
MNXR9029,0.0,0.0
MNXR90744,0.0,0.0
MNXR92341,0.0,0.0
MNXR93624,0.0,0.0
MNXR93625,0.0,0.0
MNXR93681,0.0,0.0
MNXR93694,0.0,0.0
MNXR93698,0.0,-19.7508450183
MNXR93703,0.0,0.0
MNXR93704,34.5470579278,0.0
MNXR93715,8.70681696657,0.0
MNXR93716,0.0,0.0
MNXR93746,0.0,-1.66909827298
MNXR93748,2.41798510337,0.0
MNXR93752,0.0,0.0
MNXR93753,0.0,-195.479730329
MNXR93771,0.0,0.0
MNXR93774,0.0,0.0
MNXR93778,0.0,0.0
MNXR93797,0.0,0.0
MNXR93798,0.0,0.0
MNXR93834,0.0,0.0
MNXR93840,0.0,0.0
MNXR93844,0.0,0.0
MNXR93845,0.0,0.0
MNXR93864,0.0,0.0
MNXR93865,0.0,0.0
MNXR93869,0.0,0.0
MNXR93881,0.0,0.0
MNXR93945,0.0,0.0
MNXR93946,0.0,0.0
MNXR93966,0.0,0.0
MNXR94017,0.0,0.0
MNXR94061,0.0,0.0
MNXR94063,0.0,0.0
MNXR94066,0.0,0.0
MNXR94094,0.0,0.0
MNXR94163,0.0,0.0
MNXR94164,0.0,0.0
MNXR94165,0.0,0.0
MNXR94166,0.0,0.0
MNXR94179,0.0,0.0
MNXR94180,0.0,0.0
MNXR94181,0.0,0.0
MNXR94182,0.0,0.0
MNXR94183,0.0,0.0
MNXR94184,0.0,0.0
MNXR94190,0.0,-10.0
MNXR94192,-0.250105977109,-0.250105977109
MNXR94194,0.106480421342,0.0
MNXR94195,0.0,0.0
MNXR94196,0.0,0.0
MNXR94197,0.0,0.0
MNXR94198,0.0,0.0
MNXR94199,0.0,0.0
MNXR94200,0.0,0.0
MNXR94201,0.0,0.0
MNXR94202,0.0,-0.319441264026
MNXR94217,0.106480421342,0.0
MNXR94218,0.0,0.0
MNXR94219,0.0,0.0
MNXR94220,0.106480421342,0.0
MNXR94221,0.0,0.0
MNXR94222,0.0,0.0
MNXR94223,0.0,0.0
MNXR94224,0.0,0.0
MNXR94225,0.0,0.0
MNXR94226,0.0,-0.319441264026
MNXR94227,0.0,0.0
MNXR94245,0.0,0.0
MNXR94246,0.0,0.0
MNXR94247,0.0,0.0
MNXR94248,0.0,0.0
MNXR94249,0.0,0.0
MNXR94250,0.0,0.0
MNXR94251,0.0,0.0
MNXR94252,0.0,0.0
MNXR94253,0.0,0.0
MNXR94254,0.319441264026,0.0
MNXR94255,0.0,0.0
MNXR94256,0.0,-0.106480421342
MNXR94257,0.0,0.0
MNXR94258,0.0,-0.106480421342
MNXR94259,0.0,0.0
MNXR94260,0.0,0.0
MNXR94261,0.0,0.0
MNXR94262,0.0,0.0
MNXR94263,0.0,0.0
MNXR94264,0.0,0.0
MNXR94265,0.319441264026,0.0
MNXR94266,0.0,0.0
MNXR94267,-0.250105977109,-0.250105977109
MNXR94312,0.0,0.0
MNXR94313,0.0,0.0
MNXR94325,0.410312695455,-0.0309646685193
MNXR94332,0.0,0.0
MNXR94333,0.0,0.0
MNXR94334,0.0,0.0
MNXR94338,0.0,0.0
MNXR94426,0.0,0.0
MNXR94492,0.0,0.0
MOAT,-0.250105977109,-0.250105977109
MOAT2,0.250105977109,0.250105977109
MOAT3C,-0.250105977109,-0.250105977109
MOD,0.0,-24.048327216
MOD_3mhtpp,0.851843370735,0.0
MOD_4mop,0.0,-0.851843370735
MOHMT,0.0619293370385,0.0619293370385
MPPM,1.31536715626,0.0
MQN7t,0.0619293370385,0.0619293370385
MTAP,0.0,0.0
MTHFC,0.0,-437.738813515
MTHFD,437.738813515,0.544918652583
MTHFO,0.0,-0.699535585018
MTHFO_nadp,30.9374076496,-0.699535585018
MTI,0.0,0.0
MTRI,0.0,0.0
MUCCY_kt,0.0,0.0
NA1Hth,0.0,0.0
NADH10,10.0,0.0
NADH5,10.0,0.0
NADH6,0.0,-334.350635376
NADH9,0.0,0.0
NADK,0.0,-0.441277363974
NADS1,0.0,0.0
NADTRHD,79.1652465453,-3.02993130124
NAPRT,-0.0309646685192,-0.0309646685193
NAPT,0.0,0.0
NDPK2,16.0895902592,-108.446350999
NDPK3,332.0880669,-63.7906021399
NDPK4,0.441277363974,0.0
NDPK6,0.0,0.0
NDPK7,-0.160206718346,-78.5600562967
NDPK8,0.0,-1.86026965985
NDPK9,30.1003315989,-13.6005748349
NEOXANS,0.0,0.0
NFORGLUAH,38.167530904,0.0
NH4t,10.0,-130.618823005
NMNHYD,0.0,0.0
NMNTP,0.0619293370385,0.0619293370385
NNDMBRT,-0.0309646685192,-0.0309646685192
NNDPR,0.0,0.0
NO2t2r,10.0,-10.0
NO3R1,0.0,-10.0
NO3R2,10.0,-10.0
NO3t2,10.0,-10.0
NPHS,0.0,0.0
NT5C,0.0,0.0
NTD1,8.09043807604,0.0
NTD10,1.66909827298,0.0
NTD11,0.792636000737,0.0
NTD2,0.0,-70.8096234566
NTD3,78.3998495784,0.0
NTD4,0.0,0.0
NTD5,0.0,0.0
NTD6,62.0378553837,0.0
NTD7,0.0,0.0
NTRIR2x,18.582550229,0.0
NTRIR2y,6.02330042532,0.0
O2t,20.0,0.170305676856
OCDCAt2,0.851843370735,0.851843370735
OCOAT1,0.851843370735,0.0
OF_Biomass_Synthesis,0.41105223633,0.0
OHPBAT,0.0,0.0
OHPHM,0.0309646685193,0.0309646685193
OMCDC,-3.7538884754,-4.60573184614
OMPDC,0.0,-70.3094115023
OP4ENH,0.0,0.0
OPHBDC,-0.0309646685192,-0.0309646685193
ORDCh,0.0,-0.0309646685193
ORNTA,0.0,-2.49793289553
ORPT,0.0,-70.3094115023
OXAMTC,0.0,0.0
OXOAEL,0.0,0.0
P5CD,0.0,-8.1564533466
P5CR,165.459526736,-4.78304695322
P5CRx,0.0,-25.5333015943
PANTS,-0.0619293370385,-0.0619293370385
PAPPT2,0.0,0.0
PAPPT3,0.250105977109,0.250105977109
PAPSR,0.0,-2.16333782204
PC8XM,0.0,0.0
PCADYOX,0.0,0.0
PDH,379.338496862,0.0
PDHam1hi,0.0,-22.0471961102
PDHam2hi,0.0,-51.1037278602
PDHbr,50.3908381695,0.0
PDX5POi,0.0,0.0
PEPCK_re,0.0,0.0
PFK,0.0,0.0
PFK_2,0.0,0.0
PFK_3,16.2387628297,0.0
PFK_adp,0.0,-37.749046206
PGAMT,17.3769510902,0.0
PGCD,0.0,-286.286218153
PGI,21.3427389112,-0.612456161835
PGK,0.0,-286.286218153
PGL,0.0,-644.720934101
PGLYCP,0.0,0.0
PGM,0.0,0.0
PGMT,1.25052988554,-18.7494701145
PGSA120,0.0,0.0
PGSA160,0.0,0.0
PGSA161,0.0,0.0
PGSA180,0.0,0.0
PGSA181,0.0,0.0
PHETA1,-1.54519490031,-1.54519490031
PHETHPTOX,0.0,0.0
PHYCBOXL,0.0,0.0
PIabc,711.037570783,-132.887749666
PIt2r,633.542599109,-9.59085958952
PLIPA1A120pp,0.0,0.0
PLIPA1A140pp,0.0,0.0
PLIPA1A141pp,0.0,0.0
PLIPA1A160pp,294.780707147,0.0
PLIPA1A180pp,245.238304102,1.52655665886e-16
PLIPA1E160,0.0,0.0
PLIPA1E180,0.106480421342,-320.810005884
PLIPA2A120pp,294.780707147,0.0
PLIPA2A140pp,0.0,0.0
PLIPA2A141pp,0.0,0.0
PLIPA2A160pp,304.780707147,0.0
PLIPA2A180pp,282.078156716,0.0
PMPK,0.0,0.0
PNTK,-0.0619293370385,-0.0619293370385
POX,0.0,0.0
PPBNGS,-0.247717348154,-0.247717348154
PPC,140.081118371,0.0
PPCDC,-0.0619293370385,-0.0619293370385
PPGPPDP,0.0,0.0
PPNCL2,0.0,-0.0619293370385
PPNCL3,0.0,-0.0619293370385
PPNDH,-1.54519490031,-1.54519490031
PPOR,0.0,0.0
PPPGO,-0.0154823342596,-0.0154823342596
PPRGL,0.0,-35.1547057512
PPS,0.0,0.0
PPTTm,-0.0309646685192,-0.0309646685193
PRACHh,-0.792636000737,-196.27236633
PRADPh,-0.792636000737,-196.27236633
PRAI,0.0,0.0
PRAIS,0.0,-35.1547057512
PRAISh,0.0,-35.1547057512
PRDX,0.0,0.0
PRFGS,0.0,-35.1547057512
PRICIh,196.27236633,0.792636000737
PROAKGOX1,0.0,0.0
PROD2,0.0,-75.9784915795
PROabc,10.0,0.0
PROt2r,10.0,0.0
PRPPS,-1.7000629415,-4.85694571159
PSAT,0.0,-256.923979591
PSCIT,2.84485495194,2.84485495194
PSD120,0.0,-316.874810097
PSD160,0.0,-304.780707147
PSD161,0.0,0.0
PSD180,0.0,-304.780707147
PSD181,0.0,-270.362131651
PSP,96.2976948168,0.0
PSP_D,0.0,0.0
PSSA120,0.0,-294.780707147
PSSA160,0.0,-294.780707147
PSSA161,0.0,0.0
PSSA180,0.0,-226.453185497
PSSA181,0.0,-264.30498972
PTE5x,0.0,0.0
PTRCabc,0.0309646685193,0.0
PUNP7,0.0,0.0
PUTA3,0.0,0.0
PYAM5PO,0.0,0.0
PYDAMK,0.0,0.0
PYDXK,0.0,0.0
PYDXNK,0.0,0.0
PYDXS,0.0309646685193,0.0309646685192
PYK,77.7111710055,-63.5177846729
PYRt2,0.0,-325.147283024
QUILSYN,0.0,0.0
R01465m,241.549425401,-162.702461823
RBFK,-0.0309646685192,-0.0309646685193
RBFSb,0.0619293370385,0.0619293370385
RBK,0.0,-21.7929569471
RDH1,0.0,0.0
RNDR1,-0.160206718346,-62.198062102
RNDR2,-0.160206718346,-49.7904910253
RNDR3,-0.160206718346,-78.5600562967
RNDR4,0.0,-78.3998495784
RNMK,0.0,0.0
RPE,364.792186183,-124.831974713
RPI,172.765920875,-80.6672215195
RZ5PP,0.0309646685193,0.0309646685192
S7PI,-1.00042390844,-1.00042390844
SADT,0.0,-2.16333782204
SADT2,0.0,-2.16333782204
SALCpts,0.0,0.0
SAM24MT,0.0,0.0
SBP,0.0,0.0
SBTPD,161.306134403,-10.0
SBTpts,161.306134403,-10.0
SDPDS,0.0,0.0
SDPTA,0.0,0.0
SELCYSTS,0.0,0.0
SERD_L,0.0,-174.667238797
SERH,0.0,0.0
SERt2m,10.0,-130.618823005
SHCHD2,-0.0309646685192,-0.0309646685193
SHCHF,0.0309646685193,0.0309646685192
SHK3Dr,2.84485495194,2.84485495194
SHKK,-2.84485495194,-2.84485495194
SHSL4h,0.0,-0.854358927614
SO4t2,2.19430249056,-7.99598459711
SOTA,0.0,0.0
SPMDabc,0.0309646685192,0.0309646685192
SPODM,0.0,0.0
SPTc,103.661280589,-0.0928940055577
SSALx,0.0,0.0
SUCBZL,0.0,0.0
SUCCt2b,10.0,-304.025461895
SUCD4,0.0,-12.0019745455
SUCLm,0.0,-58.3537332606
SUCRe,18.7494701145,0.0
SUCRt2,10.0,-83.0090326809
SULR,2.16333782204,2.77555756156e-16
SULabc,0.0,-194.533997946
TAL,17.8087713436,2.41546954649
TALA,2.29809330539,-63.6203645492
TAUDO,0.0,-2.16333782204
TAURabc,0.0,-2.16333782204
TDPDRE,-0.250105977109,-0.250105977109
TDPDRR,0.250105977109,0.250105977109
TDPGDH,0.250105977109,0.250105977109
TDSK,0.250105977109,0.250105977109
TDSRh,107.926957188,0.480620155039
THD2,0.00282571392423,-721.357311216
THDPS,0.0,0.0
THIORDXi,0.0,0.0
THMDt2,0.160206718346,-98.23964286
THRA,49.4060686434,0.0
THRS,432.201733153,0.0
THZPSN,0.0,0.0
TKT1,189.318732522,-55.4933479265
TKT2,184.980190978,-59.3386267869
TMDK1,98.23964286,-0.160206718346
TMDPP,0.0,0.0
TMDS,98.3998495784,0.0
TMPK,-0.0309646685192,-0.0309646685192
TMPPP,0.0,0.0
TPI,145.966397933,-140.31982022
TPRDCOAS,0.0,0.0
TRE6PP,0.0,-10.0
TRE6PS,83.0090326809,-10.0
TREpts,10.0,-83.0090326809
TRPO2,0.0,0.0
TRPS2,0.0,0.0
TRPt2m,0.47201919145,0.47201919145
TSULabc,0.0,-1.08166891102
TTDCAt2,10.0,1.50063586265
TYRCBOX,0.0,0.0
UAAGDS,-0.250105977109,-0.250105977109
UAAGLS1,0.0,0.0
UAGAAT,0.500211954218,0.500211954218
UAGCVT,-0.250105977109,-0.250105977109
UAGDP,-1.00042390844,-1.00042390844
UAGPT2,0.0,0.0
UAGPT3,-0.250105977109,-0.250105977109
UAMAGS,0.250105977109,0.250105977109
UAMAS,-0.250105977109,-0.250105977109
UAPGR,0.250105977109,0.250105977109
UDPGD,0.0,-0.657683578128
UGAH,0.0,0.0
UGMDDS,0.250105977109,0.250105977109
UHBZ1t_pp,0.0309646685193,0.0309646685192
UHGADA,-0.500211954218,-0.500211954218
UMPK,0.500211954218,-72.1249906128
UPP3S,-0.0619293370385,-0.0619293370385
UPPDC1,-0.0309646685192,-0.0309646685192
UPPDC2,0.0,0.0
UPPRT,0.0,0.0
URCN,195.479730329,0.0
UREA,7.53303177299,0.0
URFGTT,0.0309646685193,0.0309646685192
URIDK2m,0.0,0.0
URIt2,0.0,-78.3998495784
VPAMTr,5.18448507566,-91.5603898703
X5PL3E,0.0,0.0
XAND,0.0,0.0
XPPT,0.0,-1.66909827298
XTSNH,0.876462272243,0.0
XYLI1,10.0,-212.822704218
XYLI2,10.0,-83.0090326809
XYLK,212.822704218,-10.0
XYLt2,10.0,-212.822704218
ZN2t4pp,-0.0309646685192,-0.0309646685192
gumBCEJ,0.328841789064,0.0
rxn00016_c0,0.0,0.0
rxn00816_c0,0.0,0.0
rxn01080_c0,0.0,0.0
rxn01292_c0,0.0,0.0
rxn01457_c0,0.0,0.0
rxn02362_c0,0.0,0.0
rxn03462_c0,0.0,0.0
rxn03893_c0,-0.0309646685192,-0.0309646685193
rxn04052_c0,0.0,0.0
rxn05336_c0,0.0,0.0
rxn05342_c0,1.00042390844,1.00042390844
rxn05343_c0,0.0,0.0
rxn05344_c0,0.0,0.0
rxn05345_c0,-1.00042390844,-1.00042390844
rxn05346_c0,0.0,0.0
rxn05347_c0,0.0,0.0
rxn05348_c0,0.0,0.0
rxn05359_c0,-0.851843370735,-0.851843370735
rxn05363_c0,-0.851843370735,-0.851843370735
rxn05367_c0,-0.851843370735,-0.851843370735
rxn05371_c0,-0.851843370735,-0.851843370735
rxn05375_c0,-0.851843370735,-0.851843370735
rxn05379_c0,-0.851843370735,-0.851843370735
rxn05384_c0,-0.851843370735,-0.851843370735
rxn05388_c0,-0.851843370735,-0.851843370735
rxn05392_c0,-0.851843370735,-0.851843370735
rxn05396_c0,-0.851843370735,-0.851843370735
rxn05400_c0,-0.851843370735,-0.851843370735
rxn05404_c0,-0.851843370735,-0.851843370735
rxn05409_c0,0.0,0.0
rxn05413_c0,0.0,0.0
rxn05417_c0,0.0,0.0
rxn05421_c0,0.0,0.0
rxn05425_c0,0.0,0.0
rxn05429_c0,0.0,0.0
rxn05460_c0,0.0,0.0
rxn06181_c0,0.0,0.0
rxn06453_c0,0.0,0.0
rxn06723_c0,-0.500211954218,-0.500211954218
rxn08333_c0,-0.0619293370385,-0.0619293370385
rxn09448_c0,0.0,0.0
rxn09988_c0,0.0,0.0
rxn11612_c0,0.0,0.0
rxn12008_c0,-0.0928940055577,-0.0928940055577
rxn13990_c0,12.0378862547,-1.00042390844
