,minimum,maximum
MNXR27664,0.8518433707350399,0.8518433707350399
MNXR27665,0.8518433707350399,0.8518433707350399
MNXR27667,-0.8518433707350399,-0.8518433707350399
MNXR27668,0.8518433707350399,0.8518433707350399
MNXR27669,0.8518433707350399,0.8518433707350399
MNXR27671,0.8518433707350399,0.8518433707350401
MNXR27672,-0.8518433707350399,-0.8518433707350394
MNXR27673,0.8518433707350399,0.8518433707350395
MNXR27675,0.8518433707350399,0.8518433707350325
MNXR27676,-0.8518433707350399,-0.8518433707350398
MNXR27677,0.8518433707350399,0.8518433707350399
MNXR27679,0.8518433707350399,0.8518433707350399
MNXR27680,-0.8518433707350399,-0.8518433707350395
MNXR27681,0.8518433707350399,0.8518433707350399
MNXR27684,0.0,0.0
MNXR27686,0.0,0.0
MNXR27688,0.0,0.0
MNXR27690,0.0,0.0
MNXR27692,0.0,0.0
MNXR27694,0.0,0.0
MNXR27696,0.0,0.0
MNXR27698,0.0,0.0
MNXR27700,0.0,0.0
MNXR27702,0.0,0.0
MNXR27704,0.0,0.0
MNXR27706,0.0,0.0
MNXR2772,0.0,0.0
MNXR27735,0.0,0.0
MNXR27737,0.0,0.0
MNXR27805,0.0,0.0
MNXR27856,0.030964668519249727,0.030964668519249727
MNXR2786,-1.00042390843576,-1.0004239084357602
MNXR2826,0.0,1.0816689110205775
MNXR2832,-0.03096466851925,0.0
MNXR28652,0.0,0.0
MNXR28653,0.0,0.0
MNXR28654,0.0,0.0
MNXR28660,0.0,0.0
MNXR28662,-0.42592168536751995,-0.42592168536751995
MNXR28663,-0.42592168536751995,-0.42592168536751995
MNXR28664,0.0,0.0
MNXR28665,0.0,0.0
MNXR28666,0.0,0.0
MNXR28667,0.0,0.0
MNXR28671,-0.42592168536751956,-0.42592168536751995
MNXR28672,-0.42592168536748426,-0.42592168536751995
MNXR28673,0.0,0.0
MNXR28674,0.0,0.0
MNXR28675,0.0,0.0
MNXR28676,0.0,0.0
MNXR28683,-0.10648042134187999,-0.10648042134187999
MNXR28684,-0.10648042134187997,-0.10648042134187999
MNXR28685,0.0,0.0
MNXR28686,0.0,0.0
MNXR28687,0.0,0.0
MNXR28688,0.0,0.0
MNXR28689,0.10648042134187997,0.10648042134187999
MNXR28690,0.10648042134187999,0.10648042134187918
MNXR28691,0.0,0.0
MNXR28692,0.0,0.0
MNXR28693,0.0,0.0
MNXR28694,0.0,0.0
MNXR28710,0.0,0.0
MNXR28711,0.0,0.0
MNXR28712,0.0,0.0
MNXR28713,0.0,0.0
MNXR28714,0.0,0.0
MNXR28715,0.0,0.0
MNXR28716,-0.31944126402564,-0.31944126402564
MNXR28717,-0.31944126402564,-0.31944126402564
MNXR28718,0.0,0.0
MNXR28719,0.0,0.0
MNXR28720,0.0,0.0
MNXR28721,0.0,0.0
MNXR28722,0.31944126402564,0.31944126402564
MNXR28723,0.31944126402564,0.31944126402564
MNXR29077,-0.986525367191866,0.0
MNXR29256,0.0,0.0
MNXR2929,0.0,0.0
MNXR2930,0.0,0.0
MNXR29604,0.0,0.0
MNXR29606,0.0,0.0
MNXR29607,0.0,0.0
MNXR31648,-0.03096466851925,0.0
MNXR3231,0.0,0.0
MNXR32524,1.20676604606612,1.206766046066117
MNXR3277,0.0,0.0
MNXR3279,-327.2077881337224,0.0
MNXR3312,0.0,0.0
MNXR33771,0.0,0.0
MNXR33785,0.0,0.0
MNXR33807,0.0,0.0
MNXR34453,0.0,0.0
MNXR3469,0.0,0.0
MNXR3495,-0.7305002535372307,1.4328375685039199
MNXR3536,0.0,0.0
MNXR35657,-379.1734219792124,0.0
MNXR40035,0.0,0.0
MNXR40622,-7.533031772986631,0.0
MNXR4313,0.0,0.0
MNXR4335,0.0,0.0
MNXR4402,-1.20676604606612,0.0
MNXR4403,-1.20676604606612,0.0
MNXR4458,0.0,0.0
MNXR46338,0.0,0.0
MNXR47135,0.0,0.0
MNXR5314,0.2501059771089402,0.25010597710894
MNXR53357,-0.8518433707350381,-0.8518433707350399
MNXR53358,-0.8518433707350352,-0.8518433707350399
MNXR53359,0.0,0.0
MNXR53360,0.0,0.0
MNXR53361,0.8518433707350399,0.8518433707350399
MNXR53362,0.0,0.0
MNXR53363,0.8518433707350399,0.8518433707350394
MNXR53364,0.0,0.0
MNXR53365,0.0,0.0
MNXR53366,-1.50063586265364,-1.5006358626536411
MNXR53368,0.0,0.0
MNXR5404,0.0,339.18672169077587
MNXR5449,0.0,0.0
MNXR5475,0.03096466851924999,0.030964668519247767
MNXR55674,0.25010597710894,0.2501059771089446
MNXR55989,-0.25010597710894,-0.25010597710894067
MNXR55990,-0.5789477661728866,-0.25010597710893995
MNXR5630,0.0,0.0
MNXR5681,0.0,0.0
MNXR5689,0.0,0.0
MNXR5724,0.0,0.0
MNXR5727,0.0,0.0
MNXR57329,0.0,0.0
MNXR5765,0.0,0.0
MNXR578,-0.12385867407699999,-0.12385867407699999
MNXR58251,-5.676951726512097,0.0
MNXR5856,0.0,0.0
MNXR58824,1.0004239084357591,1.00042390843576
MNXR5887,0.0,0.0
MNXR5910,0.0,0.0
MNXR59227,-5.676951726512108,0.0
MNXR5927,0.0,0.0
MNXR59665,0.0,0.0
MNXR59713,0.0,0.0
MNXR59771,0.0,0.0
MNXR59886,0.0,0.0
MNXR60025,-0.03096466851925,-0.03096466851925
MNXR6030,0.0,0.0
MNXR60319,0.0,0.0
MNXR60320,0.0,0.0
MNXR60327,0.0,0.0
MNXR6043,0.03096466851925,0.03096466851925
MNXR60581,0.0,0.0
MNXR60651,0.0,0.0
MNXR60681,0.0,0.0
MNXR60682,0.0,0.0
MNXR60684,0.0,0.0
MNXR60685,0.0,0.0
MNXR60686,0.0,0.0
MNXR60687,0.0,0.0
MNXR60688,0.0,0.0
MNXR60689,0.0,0.0
MNXR60692,0.0,0.0
MNXR6106,0.0,0.0
MNXR6164,0.0,0.0
MNXR61873,0.0,0.0
MNXR6274,0.0,0.0
MNXR6283,0.0,0.0
MNXR62992,0.0,0.0
MNXR6311,0.0,0.0
MNXR6332,0.0,0.0
MNXR63965,0.0,0.0
MNXR63966,0.0,0.0
MNXR63967,0.0,0.0
MNXR63968,0.0,0.0
MNXR63969,0.0,0.0
MNXR63971,0.0,0.0
MNXR63972,0.0,0.0
MNXR63973,0.0,0.0
MNXR63975,0.0,0.0
MNXR6493,0.0,0.0
MNXR6494,0.0,0.0
MNXR6532,0.0,0.0
MNXR6539,0.0,0.0
MNXR65450,0.0,0.0
MNXR65498,0.0,0.0
MNXR6555,0.0,0.0
MNXR6631,0.0,0.0
MNXR67415,0.25010597710894,0.25010597710894
MNXR6834,0.0,0.0
MNXR6908,0.0,0.0
MNXR69161,0.0,0.0
MNXR69337,0.0,0.0
MNXR69346,0.0,0.0
MNXR69352,0.0,0.0
MNXR6969,0.0,0.0
MNXR69693,0.0,0.0
MNXR69694,0.0,0.0
MNXR6970,0.0,0.0
MNXR69727,0.0,0.0
MNXR69749,0.0,0.0
MNXR69763,0.0,0.0
MNXR69802,0.0,0.0
MNXR69813,0.0,0.0
MNXR69814,0.0,0.0
MNXR70083,0.0,0.0
MNXR70220,0.0,0.0
MNXR70329,0.0,0.0
MNXR70375,-367.72528474841585,0.0
MNXR7063,0.0,0.0
MNXR70958,0.0,0.0
MNXR71149,0.0,0.0
MNXR71171,0.0,0.0
MNXR7118,0.0,0.0
MNXR71184,0.0,0.0
MNXR71295,0.0,0.0
MNXR7133,0.0,0.0
MNXR7136,0.0,0.0
MNXR71393,0.0,0.0
MNXR71411,0.0,0.0
MNXR71500,0.0,0.0
MNXR71594,0.0,0.0
MNXR71850,-77.01897560137431,1000.0
MNXR7212,0.0,0.0
MNXR72719,0.0,0.0
MNXR7297,0.0,0.0
MNXR73656,0.0,0.09289400555774975
MNXR73710,0.0,0.0
MNXR73713,0.0,0.0
MNXR73934,0.0,0.0
MNXR74185,0.0,0.0
MNXR74304,-0.09289400555775007,0.0
MNXR74373,0.0,0.0
MNXR74388,0.0,0.09289400555775007
MNXR7442,0.0,0.0
MNXR7459,-0.015482334259625,39.705835649067126
MNXR74626,0.0,0.0
MNXR74716,0.0,0.0
MNXR74717,0.0,0.0
MNXR74722,0.0,0.0
MNXR74782,0.0,0.0
MNXR74931,0.0,0.0
MNXR74932,0.0,0.0
MNXR75041,0.0,0.0
MNXR75218,0.0,0.0
MNXR75220,0.0,0.0
MNXR75221,0.0,0.0
MNXR75248,0.0,0.0
MNXR75249,0.0,0.0
MNXR75271,0.0,0.0
MNXR7594,0.0,0.0
MNXR7613,0.0,0.0
MNXR7644,0.0,0.0
MNXR7721,0.0,0.0
MNXR7792,0.0,0.0
MNXR78083,0.0,0.0
MNXR79288,-61.57155453813758,10.0
MNXR79548,-997.5820148966271,2.41798510337235
MNXR79575,-39.65938864628825,2.453592884421596e-14
MNXR79601,-19.829694323144142,0.0
MNXR79604,-4.578807368534347,0.0
MNXR79613,0.0,409.364132367496
MNXR79615,0.0,0.0
MNXR79647,0.0,0.0
MNXR79704,-42.92921712039581,-2.4179851033723505
MNXR79735,0.0,0.0
MNXR79878,-0.8518433707305942,0.0
MNXR79883,0.06192933703849978,0.0619293370385
MNXR80058,-0.8518433707351247,0.0
MNXR80306,0.0,39.659388646288
MNXR80308,0.0,0.8518433707350401
MNXR80309,0.0,40.51123201702323
MNXR80323,0.0,0.0
MNXR80370,0.0,0.0
MNXR80378,0.0,0.0
MNXR80380,0.0,0.0
MNXR80382,0.0,0.0
MNXR80383,0.0,0.0
MNXR80385,0.0,0.0
MNXR80400,0.0,0.0
MNXR80403,0.0,0.0
MNXR80405,0.0,0.0
MNXR80406,0.0,0.0
MNXR80464,0.0,0.0
MNXR80501,-0.42592168536752006,-0.4259216853675212
MNXR80502,-0.42592168536751934,-0.42592168536751995
MNXR80503,0.0,0.0
MNXR80504,0.0,0.0
MNXR80505,0.0,0.0
MNXR80506,0.0,0.0
MNXR80553,0.0,0.0
MNXR80555,-0.10648042134187999,-0.10648042134187999
MNXR80556,0.10648042134187999,0.10648042134187999
MNXR80557,0.10648042134187999,0.10648042134187999
MNXR80558,0.0,0.0
MNXR80559,0.0,0.0
MNXR80560,0.0,0.0
MNXR80561,0.0,0.0
MNXR8073,0.0,0.0
MNXR80794,0.03096466851925,0.03096466851925
MNXR80876,0.0,0.0
MNXR80878,0.0,0.0
MNXR80879,0.0,0.0
MNXR81103,0.06192933703849999,0.06192933703850002
MNXR8129,0.0,0.0
MNXR8203,0.0,0.0
MNXR8219,0.0,0.0
MNXR8221,0.0,0.0
MNXR8252,0.0,0.0
MNXR8269,0.0,0.0
MNXR8303,0.0,0.0
MNXR8328,0.0,0.0
MNXR8404,0.0,0.0
MNXR84520,0.0,0.0
MNXR84532,0.0,0.0
MNXR84576,0.0,0.0
MNXR84580,0.0,0.0
MNXR84631,0.0,0.0
MNXR84761,0.0,0.0
MNXR84794,0.0,0.0
MNXR84885,-1.0816689110205755,0.0
MNXR84910,0.0,0.0
MNXR84911,0.0,0.0
MNXR84987,0.0,0.0
MNXR85051,0.0,0.0
MNXR85052,0.0,0.0
MNXR85058,0.0,0.0
MNXR85082,0.0,0.0
MNXR85159,0.0,0.0
MNXR85179,0.0,0.0
MNXR85205,0.0,0.0
MNXR85233,0.0,0.0
MNXR85234,0.0,0.0
MNXR85248,0.0,0.0
MNXR85267,0.0,0.0
MNXR85268,0.0,0.0
MNXR85270,0.0,0.0
MNXR85277,0.0,0.0
MNXR85287,0.0,0.0
MNXR85297,-0.09289400555775096,0.0
MNXR85306,0.0,0.0
MNXR85308,0.0,0.0
MNXR85310,0.0,0.0
MNXR85314,0.0,0.0
MNXR85335,0.0,0.0
MNXR85362,0.0,0.0
MNXR85363,0.03096466851925,0.03096466851924995
MNXR85368,0.0,0.0
MNXR85427,0.0,0.0
MNXR85428,0.0,0.0
MNXR85460,-0.03096466851925,968.9861303006467
MNXR85534,1.3322676295501878e-15,8.881784197001252e-16
MNXR85555,0.0,0.0
MNXR85587,0.0,0.0
MNXR85589,0.0,0.0
MNXR85709,0.0,0.0
MNXR8571,0.0,0.0
MNXR85731,0.0,0.0
MNXR85739,0.0,0.0
MNXR85754,8.881784197001252e-16,4.440892098500626e-16
MNXR85795,0.0,0.0
MNXR85856,0.0,0.0
MNXR8605,0.0,0.0
MNXR8691,0.0,0.0
MNXR86939,0.0,0.0
MNXR8700,0.0,0.0
MNXR87148,-8.999576091564242,1.00042390843576
MNXR8716,0.0,0.0
MNXR87173,0.0,0.0
MNXR8742,0.0,0.0
MNXR8903,0.0,0.0
MNXR8926,0.0,0.0
MNXR8994,-0.061929337038499455,1000.0
MNXR9029,0.0,0.0
MNXR90744,0.0,0.0
MNXR92341,0.0,0.0
MNXR93624,0.0,0.0
MNXR93625,0.0,0.0
MNXR93681,0.0,0.0
MNXR93694,0.0,0.0
MNXR93698,-0.8543589276138474,0.0
MNXR93703,0.0,0.0
MNXR93704,-996.246111524599,1000.0
MNXR93715,-1000.0,1000.0
MNXR93716,0.0,0.0
MNXR93746,-30.994405768351797,6.661338147750939e-16
MNXR93748,-997.5820148966276,1000.0
MNXR93752,0.0,0.0
MNXR93753,-4.884315725774941,0.0
MNXR93771,0.0,0.0
MNXR93774,0.0,0.0
MNXR93778,0.0,0.0
MNXR93797,0.0,0.0
MNXR93798,0.0,0.0
MNXR93834,0.0,0.0
MNXR93840,0.0,0.0
MNXR93844,0.0,0.0
MNXR93845,0.0,0.0
MNXR93864,0.0,0.0
MNXR93865,0.0,0.0
MNXR93869,0.0,0.0
MNXR93881,0.0,0.0
MNXR93945,0.0,0.0
MNXR93946,0.0,0.0
MNXR93966,0.0,0.0
MNXR94017,0.0,0.0
MNXR94061,0.0,0.0
MNXR94063,0.0,0.0
MNXR94066,0.0,0.0
MNXR94094,0.0,0.0
MNXR94163,0.0,0.0
MNXR94164,0.0,0.0
MNXR94165,0.0,0.0
MNXR94166,0.0,0.0
MNXR94179,0.0,0.0
MNXR94180,0.0,0.0
MNXR94181,0.0,0.0
MNXR94182,0.0,0.0
MNXR94183,0.0,0.0
MNXR94184,0.0,0.0
MNXR94190,-10.0,0.0
MNXR94192,-0.25010597710894,-0.25010597710894
MNXR94194,0.0,327.2077881337228
MNXR94195,0.0,0.0
MNXR94196,0.0,0.0
MNXR94197,0.0,0.0
MNXR94198,0.0,0.0
MNXR94199,0.0,0.0
MNXR94200,0.0,0.0
MNXR94201,0.0,0.0
MNXR94202,-0.31944126402564,0.0
MNXR94217,0.0,0.0
MNXR94218,0.0,0.0
MNXR94219,0.0,0.0
MNXR94220,0.0,0.0
MNXR94221,0.0,0.0
MNXR94222,0.0,0.0
MNXR94223,0.0,0.0
MNXR94224,0.0,0.0
MNXR94225,0.0,0.0
MNXR94226,-0.31944126402564,0.0
MNXR94227,0.0,0.0
MNXR94245,0.0,0.0
MNXR94246,0.0,0.0
MNXR94247,0.0,0.0
MNXR94248,0.0,0.0
MNXR94249,0.0,0.0
MNXR94250,0.0,0.0
MNXR94251,0.0,0.0
MNXR94252,0.0,0.0
MNXR94253,0.0,0.0
MNXR94254,0.0,0.31944126402564
MNXR94255,0.0,0.0
MNXR94256,-327.20778813372243,0.0
MNXR94257,0.0,0.0
MNXR94258,-327.2077881337325,0.0
MNXR94259,0.0,0.0
MNXR94260,0.0,0.0
MNXR94261,0.0,0.0
MNXR94262,0.0,0.0
MNXR94263,0.0,0.0
MNXR94264,0.0,0.0
MNXR94265,0.0,0.31944126402564
MNXR94266,0.0,0.0
MNXR94267,-0.25010597710894,-0.25010597710894
MNXR94312,0.0,0.0
MNXR94313,0.0,0.0
MNXR94325,-0.030964668519170055,0.41031269545519
MNXR94332,0.0,0.0
MNXR94333,0.0,0.0
MNXR94334,0.0,0.0
MNXR94338,0.0,0.0
MNXR94426,0.0,0.0
MNXR94492,0.0,0.0
MOAT,-0.25010597710894,-0.25010597710894
MOAT2,0.25010597710894,0.25010597710894
MOAT3C,-0.25010597710894,-0.25010597710893995
MOD,-0.8518433707350399,0.0
MOD_3mhtpp,0.0,0.8518433707350399
MOD_4mop,-0.8518433707350397,0.0
MOHMT,0.061929337038497664,0.061929337038499455
MPPM,0.0,1.3153671562557105
MQN7t,0.0619293370385,0.0619293370385
MTAP,0.0,0.0
MTHFC,-5.7079163950313525,0.0
MTHFD,0.5449186525830828,5.707916395031343
MTHFO,-1000.0,1.4638022370225956
MTHFO_nadp,-1000.0,1.4638022370231698
MTI,0.0,0.0
MTRI,0.0,0.0
MUCCY_kt,0.0,0.0
NA1Hth,0.0,0.0
NADH10,0.0,585.8998116884597
NADH5,0.0,49.65938864628834
NADH6,-369.26739439058855,0.0
NADH9,0.0,0.0
NADK,-0.44127736397443046,0.0
NADS1,0.0,0.0
NADTRHD,-1000.0,1000.0
NAPRT,-0.03096466851925,-0.030964668519249967
NAPT,0.0,0.0
NDPK2,-104.58622573137822,8.499364137346362
NDPK3,-63.790602139939246,334.18225836604455
NDPK4,0.0,0.44127736397445005
NDPK6,0.0,0.0
NDPK7,-0.16020671834625,-0.16020671834625
NDPK8,-31.185577155217196,0.0
NDPK9,-1000.0,1000.0
NEOXANS,0.0,0.0
NFORGLUAH,0.0,4.884315725774905
NH4t,-130.61882300469435,9.999999999998446
NMNHYD,0.0,0.0
NMNTP,0.06192933703848435,0.06192933703865222
NNDMBRT,-0.03096466851925,-0.03096466851925001
NNDPR,0.0,0.0
NO2t2r,-10.0,10.0
NO3R1,-9.999999999999991,0.0
NO3R2,-9.99999999999999,39.65938864628822
NO3t2,-10.0,10.0
NPHS,0.0,0.0
NT5C,0.0,0.0
NTD1,0.0,0.0
NTD10,0.0,30.994405768351644
NTD11,0.0,333.6890513485632
NTD2,-72.1249906128204,0.0
NTD3,0.0,78.39984957838738
NTD4,0.0,0.0
NTD5,0.0,0.0
NTD6,0.0,29.325307495371927
NTD7,0.0,0.0
NTRIR2x,0.0,20.0
NTRIR2y,0.0,20.0
O2t,0.170305676855875,20.000000000000007
OCDCAt2,0.8518433707350399,0.85184337073504
OCOAT1,0.0,0.851843370735039
OHPBAT,0.0,0.0
OHPHM,0.03096466851925,0.03096466851925
OMCDC,-4.60573184613631,-3.7538884754012702
OMPDC,-70.309411502347,0.0
OP4ENH,0.0,0.0
OPHBDC,-0.030964668519249894,-0.03096466851925
ORDCh,-0.03096466851924995,0.0
ORNTA,-2.4979328955326583,0.0
ORPT,-70.30941150234706,0.0
OXAMTC,0.0,0.0
OXOAEL,0.0,0.0
P5CD,-8.15645334660009,0.0
P5CR,-1000.0,1000.0
P5CRx,-1000.0,1000.0
PANTS,-0.06192933703849901,-0.06192933703849768
PAPPT2,0.0,0.0
PAPPT3,0.25010597710894,0.25010597710894
PAPSR,-2.1633378220411923,0.0
PC8XM,0.0,0.0
PCADYOX,0.0,0.0
PDH,0.0,379.1734219792128
PDHam1hi,-51.119210194486655,0.0
PDHam2hi,-51.11921019448654,0.0
PDHbr,0.0,51.11921019448694
PDX5POi,0.0,0.0
PEPCK_re,0.0,0.0
PFK,0.0,0.0
PFK_2,0.0,0.0
PFK_3,-132.23646780366278,154.04975034888724
PFK_adp,-991.0767463231255,0.0
PGAMT,0.0,9.999999999999996
PGCD,-286.2862181525494,0.0
PGI,0.0,68.74947011445556
PGK,-286.2862181525501,0.0
PGL,-663.9580483474654,0.0
PGLYCP,0.0,0.0
PGM,0.0,0.0
PGMT,-18.7494701144555,62.82208442368234
PGSA120,0.0,0.0
PGSA160,0.0,0.0
PGSA161,0.0,0.0
PGSA180,0.0,0.0
PGSA181,0.0,0.0
PHETA1,-1.54519490031345,-1.54519490031345
PHETHPTOX,0.0,0.0
PHYCBOXL,0.0,0.0
PIabc,-1000.0,991.9730507343841
PIt2r,-991.9730507343806,1000.0
PLIPA1A120pp,0.0,379.27280370579774
PLIPA1A140pp,0.0,0.0
PLIPA1A141pp,0.0,0.0
PLIPA1A160pp,0.0,379.27280370579757
PLIPA1A180pp,0.0,327.2077881337225
PLIPA1E160,0.0,0.0
PLIPA1E180,-379.1663232844563,0.10648042134187999
PLIPA2A120pp,0.0,379.27280370579814
PLIPA2A140pp,0.0,0.0
PLIPA2A141pp,0.0,0.0
PLIPA2A160pp,0.0,327.207788133721
PLIPA2A180pp,0.0,327.2077881337215
PMPK,0.0,0.0
PNTK,-0.061929337038499455,-0.06192933703850212
POX,0.0,0.0
PPBNGS,-0.24771734815392396,-0.2477173481541069
PPC,0.0,1000.0
PPCDC,-0.0619293370384977,-0.06192933703790635
PPGPPDP,0.0,0.0
PPNCL2,-0.06192933703850216,0.0
PPNCL3,-0.06192933703850182,0.0
PPNDH,-1.5451949003134502,-1.54519490031345
PPOR,0.0,0.0
PPPGO,-0.015482334259624931,-0.015482334259625
PPRGL,-2.4421578628874654,0.0
PPS,0.0,0.0
PPTTm,-0.03096466851924983,-0.030964668519250005
PRACHh,-5.6769517265119145,-0.79263600073716
PRADPh,-5.6769517265119,-0.79263600073716
PRAI,0.0,0.0
PRAIS,-2.4421578628874285,0.0
PRAISh,-2.442157862887488,0.0
PRDX,0.0,0.0
PRFGS,-2.442157862887464,0.0
PRICIh,0.7926360007371587,5.676951726511907
PROabc,0.0,9.999999999999995
PROAKGOX1,0.0,0.0
PROD2,-1000.0,1000.0
PROt2r,0.0,10.0
PRPPS,-670.1834104535415,-1.7000629414989787
PSAT,-286.28621815254843,0.0
PSCIT,2.8448549519373194,2.8448549519373207
PSD120,-327.20778813372164,0.0
PSD160,-327.2077881337297,0.0
PSD161,0.0,0.0
PSD180,-327.2077881337221,0.0
PSD181,0.0,0.0
PSP,0.0,286.28621815254917
PSP_D,0.0,0.0
PSSA120,-327.2077881337214,0.0
PSSA160,-327.2077881337219,0.0
PSSA161,0.0,0.0
PSSA180,-379.2728037057985,0.0
PSSA181,0.0,0.0
PTE5x,0.0,0.0
PTRCabc,0.0,0.03096466851925001
PUNP7,0.0,0.0
PUTA3,0.0,0.0
PYAM5PO,0.0,0.0
PYDAMK,0.0,0.0
PYDXK,0.0,0.0
PYDXNK,0.0,0.0
PYDXS,0.03096466851925,0.03096466851925
PYK,-1000.0,313.0075600591621
PYRt2,-325.1472830242231,0.0
QUILSYN,0.0,0.0
R01465m,-724.6313042904005,360.7918669880519
RBFK,-0.03096466851924995,-0.030964668519249897
RBFSb,0.06192933703849996,0.06192933703849987
RBK,-487.03209584713744,0.0
RDH1,0.0,0.0
RNDR1,-29.48551421372019,-0.16020671834625
RNDR2,-29.48551421371805,-0.16020671834625
RNDR3,-78.5600562967338,-0.16020671834625
RNDR4,0.0,0.0
RNMK,0.0,0.0
RPE,-62.56340573432536,384.6612674853372
RPI,-63.65023041051204,183.19372420960423
rxn00016_c0,0.0,0.0
rxn00816_c0,0.0,0.0
rxn01080_c0,0.0,0.0
rxn01292_c0,0.0,0.0
rxn01457_c0,0.0,0.0
rxn02362_c0,0.0,0.0
rxn03462_c0,0.0,0.0
rxn03893_c0,-0.03096466851925,-0.03096466851925
rxn04052_c0,0.0,0.0
rxn05336_c0,0.0,0.0
rxn05342_c0,1.00042390843576,1.00042390843576
rxn05343_c0,0.0,0.0
rxn05344_c0,0.0,0.0
rxn05345_c0,-1.00042390843576,-1.00042390843576
rxn05346_c0,0.0,0.0
rxn05347_c0,0.0,0.0
rxn05348_c0,0.0,0.0
rxn05359_c0,-0.8518433707350399,-0.8518433707350399
rxn05363_c0,-0.8518433707350399,-0.8518433707350399
rxn05367_c0,-0.8518433707350418,-0.8518433707350399
rxn05371_c0,-0.8518433707350441,-0.8518433707350399
rxn05375_c0,-0.8518433707350397,-0.8518433707350399
rxn05379_c0,-0.8518433707350391,-0.8518433707350399
rxn05384_c0,-0.851843370735039,-0.8518433707350399
rxn05388_c0,-0.8518433707350402,-0.8518433707350399
rxn05392_c0,-0.851843370735041,-0.8518433707350399
rxn05396_c0,-0.8518433707349798,-0.8518433707350399
rxn05400_c0,-0.8518433707350406,-0.8518433707350399
rxn05404_c0,-0.851843370735038,-0.8518433707350399
rxn05409_c0,0.0,0.0
rxn05413_c0,0.0,0.0
rxn05417_c0,0.0,0.0
rxn05421_c0,0.0,0.0
rxn05425_c0,0.0,0.0
rxn05429_c0,0.0,0.0
rxn05460_c0,0.0,0.0
rxn06181_c0,0.0,0.0
rxn06453_c0,0.0,0.0
rxn06723_c0,-0.50021195421788,-0.50021195421788
rxn08333_c0,-0.061929337038500044,-0.0619293370385
rxn09448_c0,0.0,0.0
rxn09988_c0,0.0,0.0
rxn11612_c0,0.0,0.0
rxn12008_c0,-0.09289400555775001,-0.09289400555775
rxn13990_c0,-1.0004239084357602,8.999576091564236
RZ5PP,0.030964668519249984,0.03096466851925
S7PI,-1.0004239084357636,-1.0004239084357585
SADT,-2.1633378220411323,0.0
SADT2,-2.163337822041049,0.0
SALCpts,0.0,0.0
SAM24MT,0.0,0.0
SBP,0.0,0.0
SBTPD,-9.999999999999996,133.14310907627504
SBTpts,-10.0,133.14310907627384
SDPDS,0.0,0.0
SDPTA,0.0,0.0
SELCYSTS,0.0,0.0
SERD_L,-1000.0,0.0
SERH,0.0,0.0
SERt2m,-130.6188230046938,10.0
SHCHD2,-0.03096466851925,-0.03096466851925
SHCHF,0.03096466851925,0.03096466851925
SHK3Dr,2.84485495193732,2.8448549519373216
SHKK,-2.8448549519373203,-2.8448549519373194
SHSL4h,-0.8543589276142007,0.0
SO4t2,-999.9690353314811,2.194302490560401
SOTA,0.0,0.0
SPMDabc,0.03096466851925,0.03096466851925
SPODM,0.0,0.0
SPTc,0.0,485.9534569496033
SSALx,0.0,0.0
SUCBZL,0.0,0.0
SUCCt2b,-304.0254618953129,10.0
SUCD4,-313.18459849272676,0.0
SUCLm,-410.215975738232,0.0
SUCRe,0.0,18.74947011445529
SUCRt2,-61.57155453813751,10.0
SULabc,-1000.0,0.0
SULR,0.0,2.1633378220411497
TAL,1.5636261757581211,3.2698284741073906
TALA,-113.57032952887258,352.30259961328403
TAUDO,-2.1633378220411448,0.0
TAURabc,-2.16333782204115,0.0
TDPDRE,-0.25010597710894017,-0.25010597710893984
TDPDRR,0.2501059771089383,0.25010597710894045
TDPGDH,0.25010597710894,0.25010597710893967
TDSK,0.25010597710894,0.2501059771089308
TDSRh,0.48062015503875,107.92695718795379
THD2,-1000.0,722.6011868741906
THDPS,0.0,0.0
THIORDXi,0.0,0.0
THMDt2,-98.2396428600413,0.16020671834625
THRA,0.0,445.6755362789926
THRS,0.0,763.3432746718057
THZPSN,0.0,0.0
TKT1,-47.59068144728403,199.25327317283057
TKT2,-51.435960307657126,195.4079943124598
TMDK1,-0.16020671834625,98.2396428600412
TMDPP,0.0,0.0
TMDS,0.0,98.399849578386
TMPK,-0.030964668519249727,-0.030964668519249932
TMPPP,0.0,0.0
TPI,-140.3198202195088,145.96639793304126
TPRDCOAS,0.0,0.0
TRE6PP,0.0,0.0
TRE6PS,-10.0,61.57155453813765
TREpts,-61.57155453813742,10.0
TRPO2,0.0,0.0
TRPS2,0.0,0.0
TRPt2m,0.4720191914502203,0.47201919145022003
TSULabc,-1.0816689110205917,0.0
TTDCAt2,1.5006358626536402,10.0
TYRCBOX,0.0,0.0
UAAGDS,-0.25010597710894,-0.25010597710894
UAAGLS1,0.0,0.0
UAGAAT,0.5002119542178801,0.50021195421788
UAGCVT,-0.2501059771089398,-0.25010597710894
UAGDP,-1.00042390843576,-1.00042390843576
UAGPT2,0.0,0.0
UAGPT3,-0.25010597710894017,-0.25010597710894
UAMAGS,0.25010597710894,0.25010597710894
UAMAS,-0.25010597710894,-0.25010597710894
UAPGR,0.25010597710894,0.25010597710894
UDPGD,-0.6576835781277849,0.0
UGAH,0.0,0.0
UGMDDS,0.25010597710894,0.25010597710894
UHBZ1t_pp,0.03096466851925,0.030964668519250012
UHGADA,-0.50021195421788,-0.5002119542178803
