ID	MetaCyc
rxn04638	Biosynthesis|FLAVONE-SYN|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-6015|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04639	Biosynthesis|FLAVONE-SYN|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-6015|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04640	Biosynthesis|FLAVONE-SYN|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-6024|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04641	Biosynthesis|FLAVONE-SYN|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-6010|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04642	Biosynthesis|FLAVONE-SYN|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-6239|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04643	Biosynthesis|FLAVONE-SYN|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-6239|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04644	Biosynthesis|FLAVONE-SYN|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-6239|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04646	AROMATIC-COMPOUNDS-DEGRADATION|CHLORINATED-COMPOUNDS-DEG|Chloroaromatic-Compounds-Degradation|Chlorobenzene-Degradation|Degradation|PWY-6091
rxn04647	AROMATIC-COMPOUNDS-DEGRADATION|CHLORINATED-COMPOUNDS-DEG|Chloroaromatic-Compounds-Degradation|Chlorobenzene-Degradation|Degradation|PWY-6091
rxn04648	AROMATIC-COMPOUNDS-DEGRADATION|CHLORINATED-COMPOUNDS-DEG|Chloroaromatic-Compounds-Degradation|Chlorocatechol-Degradation|Degradation|PWY-6094
rxn04649	AROMATIC-COMPOUNDS-DEGRADATION|CHLORINATED-COMPOUNDS-DEG|Chloroaromatic-Compounds-Degradation|Chlorocatechol-Degradation|Degradation|PWY-6094
rxn04650	AROMATIC-COMPOUNDS-DEGRADATION|CHLORINATED-COMPOUNDS-DEG|Chloroaromatic-Compounds-Degradation|Chlorocatechol-Degradation|Degradation|PWY-6094
rxn04651	Adenosine-Nucleotides-Degradation|Biosynthesis|Degradation|NUCLEO-DEG|Other-biosynthesis|PRPP-Biosynthesis|PRPP-PWY|PWY-5532|PWY0-661|Purine-Degradation
rxn04653	3-Chlorocatechol-Degradation|AROMATIC-COMPOUNDS-DEGRADATION|CHLORINATED-COMPOUNDS-DEG|Chloroaromatic-Compounds-Degradation|Chlorocatechol-Degradation|Degradation|PWY-6089
rxn04654	3-Chlorocatechol-Degradation|AROMATIC-COMPOUNDS-DEGRADATION|CHLORINATED-COMPOUNDS-DEG|Chloroaromatic-Compounds-Degradation|Chlorocatechol-Degradation|Degradation|PWY-6089|PWY-6193
rxn04657	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-SYN|PWY-3081
rxn04658	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-SYN|PWY-3081
rxn04659	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-SYN|PWY-3081
rxn04660	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-SYN|PWY-3081
rxn04662	ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|AROMATIC-COMPOUNDS-DEGRADATION|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis|Degradation|PWY-6163|PWY-6165|PWY-6419|PWY-6628|PWY-6629|PWY-6630|Shikimate-Degradation
rxn04671	AROMATIC-COMPOUNDS-DEGRADATION|CHLORINATED-COMPOUNDS-DEG|Chloroaromatic-Compounds-Degradation|Chlorobenzene-Degradation|Degradation|PWY-6083
rxn04672	AROMATIC-COMPOUNDS-DEGRADATION|CHLORINATED-COMPOUNDS-DEG|Chloroaromatic-Compounds-Degradation|Chlorobenzene-Degradation|Degradation|PWY-6083
rxn04680	Biosynthesis|Cofactor-Biosynthesis|PWY3O-19|Quinone-Biosynthesis|Ubiquinone-Biosynthesis
rxn04681	Biosynthesis|Choline-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-3385|PWY-4762|PWY4FS-2|PWY4FS-4|PWY4FS-5|PhosphatidylcholineBiosynthesis|Phospholipid-Biosynthesis
rxn04682	Biosynthesis|Choline-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-3385|PWY-4762|PWY4FS-2|PWY4FS-5|PhosphatidylcholineBiosynthesis|Phospholipid-Biosynthesis
rxn04684	Biosynthesis|Choline-Biosynthesis|Lipid-Biosynthesis|PWY-3385|PWY-4762
rxn04704	Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|HEMESYN2-PWY|PWY0-1415|Porphyrin-Compounds-Biosynthesis
rxn04748	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6184
rxn04750	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Benzoyl-CoA-Degradation|Degradation|PWY-1361|PWY-6071|PWY0-321|Phenolic-Compounds-Degradation|Phenylacetate-Degradation
rxn04751	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6071|PWY0-321|Phenolic-Compounds-Degradation|Phenylacetate-Degradation
rxn04755	Activation-Inactivation-Interconversion|Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|Interconversion|PWY-5945|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn04756	Activation-Inactivation-Interconversion|Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|Interconversion|PWY-5174|PWY-5945|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn04761	Abscisic-Acid-Biosynthesis|Biosynthesis|Carotenoid-Degradation|Degradation|HORMONE-SYN|PWY-695|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SECONDARY-METABOLITE-DEGRADATION|SESQUITERPENOID-SYN|TERPENOID-DEG|Terpenoid-Biosynthesis|Tetraterpenoid-Degradation
rxn04763	Abscisic-Acid-Biosynthesis|Biosynthesis|Carotenoid-Degradation|Degradation|HORMONE-SYN|PWY-695|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SECONDARY-METABOLITE-DEGRADATION|SESQUITERPENOID-SYN|TERPENOID-DEG|Terpenoid-Biosynthesis|Tetraterpenoid-Degradation
rxn04766	Abscisic-Acid-Biosynthesis|Biosynthesis|Carotenoid-Degradation|Degradation|HORMONE-SYN|PWY-695|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SECONDARY-METABOLITE-DEGRADATION|SESQUITERPENOID-SYN|TERPENOID-DEG|Terpenoid-Biosynthesis|Tetraterpenoid-Degradation
rxn04771	Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|PWY-5947|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn04772	Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|PWY-5946|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn04776	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-5170|s-Triazine-Degradation
rxn04777	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-5170|s-Triazine-Degradation
rxn04778	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-5170|s-Triazine-Degradation
rxn04779	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-5171|s-Triazine-Degradation
rxn04780	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-5171|s-Triazine-Degradation
rxn04781	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-5171|s-Triazine-Degradation
rxn04783	AIR-Biosynthesis|Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6122|PWY-6277|Purine-Nucleotide-De-Novo-Biosynthesis
rxn04786	Biosynthesis|P101-PWY|PWY-6409|PWY-6562|PWY-6565|PWY-761|Polyamine-Biosynthesis|Siderophores-Biosynthesis
rxn04787	Biosynthesis|P101-PWY|Polyamine-Biosynthesis
rxn04788	Biosynthesis|P101-PWY|Polyamine-Biosynthesis
rxn04789	Degradation|Noncarbon-Nutrients|PWY-5982|Sulfoacetaldehyde-Degradation|Sulfur-Assimilation
rxn04791	C1-COMPOUNDS|Degradation|Formaldehyde-Oxidation|PWY-1801|PWY-1882
rxn04792	C1-COMPOUNDS|Degradation|Formaldehyde-Oxidation|PWY-1801|PWY-1882
rxn04794	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|PWY-5437|THREOCAT-PWY|THREONINE-DEG
rxn04801	Antibiotic-Biosynthesis|Biosynthesis|PWY-5984|PWY-5993|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04803	Antibiotic-Biosynthesis|Biosynthesis|PWY-5984|PWY-5993|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04804	Antibiotic-Biosynthesis|Biosynthesis|PWY-5984|PWY-5993|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04805	Antibiotic-Biosynthesis|Biosynthesis|PWY-5984|PWY-5993|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04862	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6014|PWY-6710|Unusual-fatty-acid-biosynthesis
rxn04863	Biosynthesis|Divinyl-Ether-Biosynthesis|FATTY-ACID-DERIVATIVE-SYN|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5406|PWY-5407|PWY-5408|PWY-5433|PWY-6917|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04910	CHLORINATED-COMPOUNDS-DEG|Degradation|PWY-5822
rxn04924	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6710
rxn04928	Ascorbate-Degradation|CARBOXYLATES-DEG|Degradation|PWY-6961|PWY0-301
rxn04930	Ascorbate-Degradation|CARBOXYLATES-DEG|Degradation|PWY-6961
rxn04934	Biosynthesis|Coenzyme-M-Biosynthesis|Cofactor-Biosynthesis|Degradation|Noncarbon-Nutrients|P261-PWY|PWY-6642|Sulfur-Assimilation
rxn04935	Degradation|Noncarbon-Nutrients|PWY-6616|Sulfolactate-Degradation|Sulfur-Assimilation
rxn04936	Biosynthesis|Lipid-Biosynthesis|PWY-6032|Sterol-Biosynthesis
rxn04938	C1-COMPOUNDS|Degradation|Formaldehyde-Oxidation|PWY-1801|PWY-1882
rxn04939	Biosynthesis|PWY-5912|Siderophores-Biosynthesis
rxn04940	Biosynthesis|PWY-5912|Siderophores-Biosynthesis
rxn04951	Biosynthesis|PWY-6644|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04954	1CMET2-PWY|Biosynthesis|Cofactor-Biosynthesis|Folate-Biosynthesis|PWY-2201|PWY-3841|Vitamin-Biosynthesis
rxn04956	Degradation|Nicotine-Degradation|Other-Degradation|P181-PWY
rxn04962	Activation-Inactivation-Interconversion|Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|Interconversion|PWY-5945|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn04963	Activation-Inactivation-Interconversion|Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|Interconversion|PWY-5945|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn04966	Biosynthesis|PWY-5925|Siderophores-Biosynthesis
rxn04967	Biosynthesis|PWY-5925|Siderophores-Biosynthesis
rxn04968	Biosynthesis|PWY-5925|Siderophores-Biosynthesis
rxn04971	Biosynthesis|CYANOGENIC-GLUCOSIDE-SYN|N-CONTAINING-GLUCOSIDE-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-861|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04974	Biosynthesis|FLAVONOID-SYN|ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|PHENYLPROPANOID-SYN|PHYTOALEXIN-SYN|PWY-2055|PWY-2762|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04975	Biosynthesis|FLAVONOID-SYN|ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|PHENYLPROPANOID-SYN|PHYTOALEXIN-SYN|PWY-2055|PWY-2762|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04976	Biosynthesis|FLAVONOID-SYN|ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|PHENYLPROPANOID-SYN|PHYTOALEXIN-SYN|PWY-2055|PWY-2762|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04977	Biosynthesis|CHALCONE-SYN|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-6325|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn04978	Activation-Inactivation-Interconversion|Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|Interconversion|PWY-5945|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn04979	Activation-Inactivation-Interconversion|Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|Interconversion|PWY-5174|PWY-5945|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn04981	Abscisic-Acid-Biosynthesis|Abscisic-Acid-Degradation|Abscisic-Acid-Derivative-Biosynthesis|Biosynthesis|Degradation|HORMONE-DEG|HORMONE-SYN|PLANT-HORMONE-DEG|PWY-5271|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SECONDARY-METABOLITE-DEGRADATION|SESQUITERPENOID-SYN|Sesquiterpenoid-Degradation|TERPENOID-DEG|Terpenoid-Biosynthesis
rxn04993	Biosynthesis|Lipid-Biosynthesis|PWY66-3|PWY66-341|PWY66-5|Sterol-Biosynthesis
rxn04996	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|PWY-5121|PWY-6270|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn04998	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|Nicotinate-Degradation|PWY-5033|PWY-5062
rxn05000	AURONE-SYN|Biosynthesis|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-1901|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05001	AURONE-SYN|Biosynthesis|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-1901|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05004	Biosynthesis|Cofactor-Biosynthesis|PWY-1422|Quinone-Biosynthesis|Vitamin-Biosynthesis
rxn05005	Adenosylcobalamin-Biosynthesis|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|P381-PWY|PWY-5194|PWY-5196|PWY-5507|Porphyrin-Compounds-Biosynthesis|Vitamin-Biosynthesis
rxn05006	Adenosylcobalamin-Biosynthesis|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|P381-PWY|PWY-5194|PWY-5196|PWY-5507|Porphyrin-Compounds-Biosynthesis|Vitamin-Biosynthesis
rxn05007	Biosynthesis|CINNAMATE-SYN|Metabolic-Clusters|PHENYLPROPANOID-SYN|PWY-4201|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05009	Biosynthesis|FLAVONOID-SYN|ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|PHENYLPROPANOID-SYN|PHYTOALEXIN-SYN|PWY-2002|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05010	Betaine-Biosynthesis|Biosynthesis|P541-PWY|PWY-6004|Polyamine-Biosynthesis
rxn05011	Betaine-Biosynthesis|Biosynthesis|P541-PWY|PWY-6004|Polyamine-Biosynthesis
rxn05012	ARGININE-SYN|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PWY-5154
rxn05014	Biosynthesis|PWY-6644|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05015	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn05022	Biosynthesis|CYTOKININ-BIOSYNTHESIS|HORMONE-SYN|Metabolic-Clusters|PWY-2902|Plant-Hormone-Biosynthesis
rxn05023	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Demethylmenaquinone-Biosynthesis|Menaquinone-Biosynthesis|PHENYLPROPANOID-SYN|PWY-5791|PWY-5837|PWY-5838|PWY-5840|PWY-5845|PWY-5850|PWY-5860|PWY-5861|PWY-5862|PWY-5863|PWY-5896|PWY-5897|PWY-5898|PWY-5899|Phylloquinone-Biosynthesis|QUINONE-SYN|Quinone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05024	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Demethylmenaquinone-Biosynthesis|Menaquinone-Biosynthesis|PHENYLPROPANOID-SYN|PWY-5791|PWY-5837|PWY-5838|PWY-5840|PWY-5845|PWY-5850|PWY-5860|PWY-5861|PWY-5862|PWY-5863|PWY-5896|PWY-5897|PWY-5898|PWY-5899|Phylloquinone-Biosynthesis|QUINONE-SYN|Quinone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05026	Carbohydrates-Degradation|Degradation|PWY-2723|Sugars-And-Polysaccharides|Trehalose-Degradation
rxn05029	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|PWY-6269|Vitamin-Biosynthesis
rxn05032	Biosynthesis|FLAVONOID-SYN|ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|PHENYLPROPANOID-SYN|PHYTOALEXIN-SYN|PWY-2055|PWY-2762|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05033	Biosynthesis|FLAVONOID-SYN|ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|PHENYLPROPANOID-SYN|PHYTOALEXIN-SYN|PWY-2055|PWY-2762|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05034	Biosynthesis|Cofactor-Biosynthesis|PWY-5856|PWY-5871|PWY-6978|Plastoquinone-Biosynthesis|Quinone-Biosynthesis|Ubiquinone-Biosynthesis
rxn05036	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PHENYLALANINE-SYN|PWY-3461|PWY-3462|PWY-3481|PWY-6120|TYROSINE-SYN
rxn05037	Biosynthesis|PWY-5912|Siderophores-Biosynthesis
rxn05038	Biosynthesis|Cyclitols-Biosynthesis|PWY-4661|PWY-6372|Phytate-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS
rxn05039	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|PWY-6167|PWY-6168|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn05040	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|PWY-6167|PWY-6168|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn05044	CARBOXYLATES-DEG|Degradation|Oxalate-Degradation|PWY-6695
rxn05048	7ALPHADEHYDROX-PWY|Degradation|Other-Degradation
rxn05057	AROMATIC-COMPOUNDS-DEGRADATION|Atrazine-Degradation|Degradation|PWY-5169|PWY-5724|s-Triazine-Degradation
rxn05058	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|PWY-6167|Vitamin-Biosynthesis
rxn05060	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-681
rxn05064	CYANCAT-PWY|Degradation|Detoxification|NITROGEN-DEG|NUCLEO-DEG|Noncarbon-Nutrients|PWY0-1471|Pyrimidine-Degradation|Uracil-Degradation
rxn05065	Biosynthesis|FLAVONOID-SYN|ISOFLAVONOID-PHYTOALEXINS|ISOFLAVONOID-SYN|PHENYLPROPANOID-SYN|PHYTOALEXIN-SYN|PWY-2002|PWY-2055|PWY-2229|PWY-2321|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05068	Biosynthesis|CAROTENOID-SYN|PWY-5174|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn05069	Biosynthesis|CAROTENOID-SYN|PWY-5174|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn05070	Biosynthesis|PWY-6098|SECONDARY-METABOLITE-BIOSYNTHESIS|TRITERPENOID-SYN|Terpenoid-Biosynthesis
rxn05071	Biosynthesis|PWY-6098|SECONDARY-METABOLITE-BIOSYNTHESIS|TRITERPENOID-SYN|Terpenoid-Biosynthesis
rxn05085	Carbohydrates-Degradation|Degradation|GALACTOSE-DEGRADATION|PWY-6693|Sugars-And-Polysaccharides
rxn05091	Biosynthesis|Other-biosynthesis|PWY-5389
rxn05092	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|NUCLEO-DEG|PWY-4361|PWY-6755
rxn05101	ALKALOIDS-SYN|Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-6852|PYRROLIZIDINE-ALKALOIDS|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05104	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|NUCLEO-DEG|PWY-4361|PWY-6755
rxn05105	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|NUCLEO-DEG|PWY-4361|PWY-6755
rxn05106	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|NUCLEO-DEG|PWY-4361|PWY-6755
rxn05109	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|PWY-5101
rxn05113	Biosynthesis|PWY-4161|PWY-6949|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05114	Biosynthesis|DENOVOPURINE2-PWY|IMP-Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6123|Purine-Nucleotide-De-Novo-Biosynthesis
rxn05115	Biosynthesis|DENOVOPURINE2-PWY|IMP-Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6123|Purine-Nucleotide-De-Novo-Biosynthesis
rxn05116	Biosynthesis|Cofactor-Biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn05118	AMINE-DEG|Degradation|PWY-2|PWY-6440|Putrescine-Degradation|SPERMINE-SPERMIDINE-DEG
rxn05123	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PWY0-1221|Putrescine-Degradation
rxn05125	ALKALOIDS-SYN|Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-5958|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05126	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PWY0-1221|Putrescine-Degradation
rxn05127	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PWY0-1221|Putrescine-Degradation
rxn05128	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PWY0-1221|Putrescine-Degradation
rxn05130	Biosynthesis|PWY-4161|PWY-6949|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05131	Biosynthesis|PWY-4161|PWY-6949|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05132	Biosynthesis|PWY-4161|PWY-6949|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05136	Biosynthesis|CINNAMATE-SYN|Cell-Structure-Biosynthesis|LIGNIN-SYN|PHENYLPROPANOID-SYN|PLANT-CELL-STRUCTURE|PWY-361|PWY-6039|PWY-6040|SECONDARY-CELL-WALL|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05143	Biosynthesis|CINNAMATE-SYN|PHENYLPROPANOID-SYN|PWY-5168|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn05324	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05325	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05326	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05330	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-5994|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05331	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-5994|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05335	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-5994|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05337	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-5994|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05338	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-5994|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05340	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-5994|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05342	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-5994|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05343	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05345	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05346	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-6113|PWY-6285|Palmitate-Biosynthesis
rxn05347	Biosynthesis|FASYN-INITIAL-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5965|PWY-5966|PWY0-881
rxn05348	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5156|PWY-5971|PWY-6113|PWY-6285|Palmitate-Biosynthesis
