ID	EcoCyc
rxn00834	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6125|Purine-Nucleotide-De-Novo-Biosynthesis
rxn00835	Adenine-Adenosine-Salvage|Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6611|Purine-Nucleotides-Salvage
rxn00836	Adenine-Adenosine-Salvage|Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6609|Purine-Nucleotides-Salvage
rxn00838	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6126|Purine-Nucleotide-De-Novo-Biosynthesis
rxn00839	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6126|Purine-Nucleotide-De-Novo-Biosynthesis
rxn00851	Acetylmuramoyl-Pentapeptide-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|PWY-6387|Peptidoglycan-Biosynthesis
rxn00856	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PUTDEG-PWY|Putrescine-Degradation
rxn00858	ARG+POLYAMINE-SYN|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Biosynthesis|Degradation|ORNARGDEG-PWY|POLYAMSYN-PWY|PWY-40|PWY0-823|Polyamine-Biosynthesis|Putrescine-Biosynthesis
rxn00863	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn00902	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|IND-AMINO-ACID-SYN|LEUCINE-SYN|LEUSYN-PWY
rxn00903	ALANINE-SYN|ALANINE-VALINESYN-PWY|Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|IND-AMINO-ACID-SYN|PWY0-1061|VALINE-BIOSYNTHESIS|VALSYN-PWY
rxn00904	ALANINE-SYN|ALANINE-VALINESYN-PWY|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PWY0-1061
rxn00907	1CMET2-PWY|Biosynthesis|Cofactor-Biosynthesis|Folate-Biosynthesis|Vitamin-Biosynthesis
rxn00908	1CMET2-PWY|Biosynthesis|Cofactor-Biosynthesis|Folate-Biosynthesis|Vitamin-Biosynthesis
rxn00912	Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTO-PWY|PANTOSYN-PWY|Pantothenate-Biosynthesis|Vitamin-Biosynthesis
rxn00913	Degradation|Guanosine-Nucleotides-Degradation|NUCLEO-DEG|PWY-6608|Purine-Degradation
rxn00914	Biosynthesis|Guanine-Guanosine-Salvage|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6579|PWY-6618|Purine-Nucleotides-Salvage
rxn00915	Biosynthesis|Guanine-Guanosine-Salvage|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6579|PWY-6620|Purine-Nucleotides-Salvage
rxn00916	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6125|Purine-Nucleotide-De-Novo-Biosynthesis
rxn00917	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6125|Purine-Nucleotide-De-Novo-Biosynthesis
rxn00929	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PROLINE-SYN|PROSYN-PWY
rxn00931	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PROLINE-SYN|PROSYN-PWY
rxn00938	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PYRIDNUCSAL-PWY
rxn00940	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PYRIDNUCSAL-PWY
rxn00966	4-Hydroxybenzoate-Biosynthesis|ALL-CHORISMATE-PWY|AROMATIC-COMPOUNDS-BIOSYN|Biosynthesis|Cofactor-Biosynthesis|PWY-5755|Quinone-Biosynthesis|UBISYN-PWY|Ubiquinone-Biosynthesis
rxn00974	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn00979	Alcohol-Degradation|Carbohydrates-Degradation|D-Arabinose-Degradation|DARABCATK12-PWY|Degradation|GLYCOL-GLYOXDEG-PWY|PWY0-1280|Sugars-And-Polysaccharides
rxn00985	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|PWY-5437|THREOCAT-PWY|THREONINE-DEG
rxn00990	ACETOACETATE-DEG-PWY|Degradation|Fatty-Acid-and-Lipid-Degradation
rxn01000	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|PHENYLALANINE-SYN|PHESYN
rxn01018	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY-5686|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn01019	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|Polyamine-Biosynthesis
rxn01021	Degradation|Methylthioadenosine-Degradation|NUCLEO-DEG|PWY0-1391
rxn01053	Aldehyde-Degradation|Degradation|Detoxification|FUC-RHAMCAT-PWY|Lactaldehyde-Degradation|METHGLYUT-PWY|Methylglyoxal-Detoxification|PWY-5459|PWY0-1317
rxn01068	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|THRDLCTCAT-PWY|THREOCAT-PWY|THREONINE-DEG|THREONINE-DEG2-PWY
rxn01069	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-THRESYN-PWY|IND-AMINO-ACID-SYN|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn01094	ALL-CHORISMATE-PWY|AROMATIC-COMPOUNDS-BIOSYN|Biosynthesis|ENTBACSYN-PWY|PWY-5901|Siderophores-Biosynthesis
rxn01100	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|TCA-VARIANTS
rxn01101	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|SER-GLYSYN-PWY|SERINE-BIOSYNTHESIS|SERSYN-PWY|SULFATE-CYS-PWY
rxn01102	Alcohol-Degradation|CARBOXYLATES-DEG|Degradation|GLYCOL-GLYOXDEG-PWY|GLYCOLATEMET-PWY|Glycolate-Degradation
rxn01106	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|TCA-VARIANTS
rxn01107	Carbohydrates-Degradation|Degradation|GLUCOSE1PMETAB-PWY|Sugars-And-Polysaccharides
rxn01115	Energy-Metabolism|OXIDATIVEPENT-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle
rxn01116	Energy-Metabolism|NONOXIPENT-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle
rxn01117	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|PWY-1269|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
rxn01122	D-Galacturonate-Degradation|Degradation|GALACT-GLUCUROCAT-PWY|GALACTUROCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn01123	D-Galacturonate-Degradation|D-Glucuronate-Degradation|Degradation|GALACT-GLUCUROCAT-PWY|GALACTUROCAT-PWY|GLUCUROCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn01137	Adenine-Adenosine-Salvage|Adenosine-Nucleotides-Degradation|Biosynthesis|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6609|PWY-6611|PWY0-1296|Purine-Degradation|Purine-Nucleotides-Salvage|SALVADEHYPOX-PWY
rxn01138	Adenine-Adenosine-Salvage|Biosynthesis|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6609|PWY-6611|PWY0-1296|Purine-Degradation|Purine-Nucleotides-Salvage
rxn01143	Biosynthesis|Nucleotide-Biosynthesis|PWY0-181|PYR-NUC-SYN|Pyrimidine-Nucleotide-Salvage
rxn01169	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|GLUCOSE1PMETAB-PWY|GLYCOCAT-PWY|Glycogen-Degradation|POLYSACCHARIDES-DEG|PWY0-1182|Polymer-Degradation|Sugars-And-Polysaccharides|TREDEGLOW-PWY|Trehalose-Degradation
rxn01171	Carbohydrates-Degradation|Degradation|PWY0-1182|PWY0-1466|Sugars-And-Polysaccharides|Trehalose-Degradation
rxn01199	Carbohydrates-Degradation|Degradation|Sugars-And-Polysaccharides|XYLCAT-PWY|Xylose-Degradation
rxn01200	Energy-Metabolism|NONOXIPENT-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle
rxn01204	4-Aminobutyraye-Degradation|4AMINOBUTMETAB-PWY|AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|PWY-6535|PWY-6537
rxn01208	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|IND-AMINO-ACID-SYN|LEUCINE-SYN|LEUSYN-PWY
rxn01211	1CMET2-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|PWY-6613|Vitamin-Biosynthesis
rxn01213	All-Trans-Farnesyl-PP-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|POLYISOPRENSYN-PWY|PWY-5123|Polyprenyl-Biosynthesis
rxn01225	Degradation|Guanosine-Nucleotides-Degradation|NUCLEO-DEG|PWY-6608|Purine-Degradation
rxn01255	ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis|PWY-6163
rxn01256	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|PHENYLALANINE-SYN|PHESYN|TYROSINE-SYN|TYRSYN
rxn01257	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|PWY-6543|PWY-6612|Vitamin-Biosynthesis
rxn01258	ALL-CHORISMATE-PWY|AROMATIC-COMPOUNDS-BIOSYN|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|ENTBACSYN-PWY|Menaquinone-Biosynthesis|PWY-5837|PWY-5838|PWY-5901|Quinone-Biosynthesis|Siderophores-Biosynthesis
rxn01265	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PYRIDNUCSAL-PWY
rxn01268	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|TYROSINE-SYN|TYRSYN
rxn01274	Aldehyde-Degradation|Degradation|Detoxification|METHGLYUT-PWY|Methylglyoxal-Detoxification|PWY-5386
rxn01275	CARBOXYLATES-DEG|Degradation|GLUCONSUPER-PWY|IDNCAT-PWY|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn01276	Degradation|IDNCAT-PWY|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn01277	Degradation|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn01278	Degradation|IDNCAT-PWY|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn01280	Alcohol-Degradation|CARBOXYLATES-DEG|D-Galactarate-Degradation|D-Glucarate-Degradation|Degradation|GALACTARDEG-PWY|GLUCARDEG-PWY|GLUCARGALACTSUPER-PWY|GLYCOL-GLYOXDEG-PWY|GLYCOLATEMET-PWY|Glycolate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn01281	D-Galactarate-Degradation|D-Glucarate-Degradation|Degradation|GALACTARDEG-PWY|GLUCARDEG-PWY|GLUCARGALACTSUPER-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn01297	Adenosine-Nucleotides-Degradation|Degradation|NUCLEO-DEG|Purine-Degradation|SALVADEHYPOX-PWY
rxn01300	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-THRESYN-PWY|IND-AMINO-ACID-SYN|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn01301	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn01302	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn01304	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-METSYN-PWY|IND-AMINO-ACID-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|P4-PWY|PWY0-781
rxn01305	Alcohol-Degradation|Degradation|GLYCOL-GLYOXDEG-PWY|PWY0-1280
rxn01329	Biosynthesis|CARBO-BIOSYNTHESIS|COLANSYN-PWY|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|GDP-Mannose-Biosynthesis|PWY-5659|SUGAR-NUCLEOTIDES
rxn01331	Biosynthesis|Cofactor-Biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn01332	3-Dehydroquinate-Biosynthesis|ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis|PWY-6164
rxn01333	Energy-Metabolism|NONOXIPENT-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle
rxn01334	Energy-Metabolism|PWY0-1517
rxn01343	Energy-Metabolism|PWY0-1517
rxn01353	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6125|Purine-Nucleotide-De-Novo-Biosynthesis
rxn01355	CARBOXYLATES-DEG|Degradation|PROPIONMET-PWY|Propionate-Degradation
rxn01358	Adenine-Adenosine-Salvage|Adenosine-Nucleotides-Degradation|Biosynthesis|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6609|PWY0-1296|Purine-Degradation|Purine-Nucleotides-Salvage|SALVADEHYPOX-PWY
rxn01362	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY-5686|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn01366	Biosynthesis|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|PWY0-1295|PWY0-163|PYR-NUC-SYN|Pyrimidine-Degradation|Pyrimidine-Nucleotide-Salvage|Pyrimidine-Ribonucleosides-Degradation
rxn01368	Biosynthesis|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|PWY0-1295|PWY0-163|PYR-NUC-SYN|Pyrimidine-Degradation|Pyrimidine-Nucleotide-Salvage|Pyrimidine-Ribonucleosides-Degradation
rxn01389	Carbohydrates-Degradation|Degradation|LYXMET-PWY|Sugars-And-Polysaccharides
rxn01396	Biosynthesis|Cofactor-Biosynthesis|PLPSAL-PWY|PWY0-845|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn01406	ARG+POLYAMINE-SYN|BSUBPOLYAMSYN-PWY|Biosynthesis|POLYAMSYN-PWY|Polyamine-Biosynthesis|Spermidine-Biosynthesis
rxn01434	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|Polyamine-Biosynthesis
rxn01457	D-Galacturonate-Degradation|Degradation|GALACT-GLUCUROCAT-PWY|GALACTUROCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn01465	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY-5686|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn01466	All-Trans-Farnesyl-PP-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|POLYISOPRENSYN-PWY|PWY-5123|Polyprenyl-Biosynthesis
rxn01476	Energy-Metabolism|GLYCOLYSIS-E-D|OXIDATIVEPENT-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle
rxn01477	ENTNER-DOUDOROFF-PWY|Energy-Metabolism|GLYCOLYSIS-E-D
rxn01484	AMINE-DEG|Degradation|GLCMANNANAUT-PWY|GLUAMCAT-PWY|N-Acetylglucosamine-Degradation|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives
rxn01485	Biosynthesis|Cell-Structure-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Polyamine-Biosynthesis|UDP-NAc-Glucosamine-Biosynthesis|UDPNAGSYN-PWY
rxn01492	Carbohydrates-Degradation|Degradation|PWY0-1314|Sugars-And-Polysaccharides
rxn01506	AMINE-DEG|Carbohydrates-Degradation|Degradation|GLCMANNANAUT-PWY|PWY0-1324|Sugars-And-Polysaccharides
rxn01512	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn01513	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn01518	Biosynthesis|Nucleotide-Biosynthesis|PWY0-181|PYR-NUC-SYN|Pyrimidine-Nucleotide-Salvage
rxn01519	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn01520	1CMET2-PWY|Biosynthesis|Cofactor-Biosynthesis|Folate-Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn|Vitamin-Biosynthesis
rxn01522	Adenosine-Nucleotides-Degradation|Degradation|Guanosine-Nucleotides-Degradation|NUCLEO-DEG|PWY-6608|Purine-Degradation|SALVADEHYPOX-PWY
rxn01544	Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotides-Salvage|SALVPURINE2-PWY
rxn01548	Biosynthesis|Degradation|Guanine-Guanosine-Salvage|Guanosine-Nucleotides-Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6579|PWY-6608|PWY-6620|PWY0-1296|Purine-Degradation|Purine-Nucleotides-Salvage
rxn01575	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|GLYCINE-SYN|ILEUSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|THREOCAT-PWY|THREONINE-DEG
rxn01603	1CMET2-PWY|ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|PWY-6612|PWY-6614|Vitamin-Biosynthesis
rxn01618	Aldehyde-Degradation|Degradation|Detoxification|METHGLYUT-PWY|Methylglyoxal-Detoxification|PWY-5459
rxn01620	Carbohydrates-Degradation|Degradation|FUC-RHAMCAT-PWY|FUCCAT-PWY|Sugars-And-Polysaccharides
rxn01621	Carbohydrates-Degradation|Degradation|FUC-RHAMCAT-PWY|L-rhamnose-Degradation|RHAMCAT-PWY|Sugars-And-Polysaccharides
rxn01629	Biosynthesis|Cofactor-Biosynthesis|PWY-5188|Tetrapyrrole-Biosynthesis
rxn01637	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn01643	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn01644	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn01649	Biosynthesis|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY0-1296|Purine-Degradation|Purine-Nucleotides-Salvage|SALVPURINE2-PWY
rxn01669	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PYRIDNUCSAL-PWY
rxn01672	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn01673	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn01675	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|DTDPRHAMSYN-PWY|ECASYN-PWY|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Rhamnose-Biosynthesis|SUGAR-NUCLEOTIDES
rxn01678	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn01682	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
rxn01739	ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis|PWY-6163
rxn01740	ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis|PWY-6163
rxn01747	AMINE-DEG|Allantoin-degradation|Degradation|PWY-5698|PWY-5705|PWY0-41
rxn01763	ARABCAT-PWY|Carbohydrates-Degradation|Degradation|L-Arabinose-Degradation|Sugars-And-Polysaccharides
rxn01790	Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTO-PWY|PANTOSYN-PWY|Pantothenate-Biosynthesis|Vitamin-Biosynthesis
rxn01791	Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTO-PWY|PANTOSYN-PWY|Pantothenate-Biosynthesis|Vitamin-Biosynthesis
rxn01800	Biosynthesis|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|PWY0-1298|PWY0-181|PYR-NUC-SYN|Pyrimidine-Degradation|Pyrimidine-Nucleotide-Salvage
rxn01807	Biosynthesis|Cofactor-Biosynthesis|PLPSAL-PWY|PWY0-845|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn01832	Aldehyde-Degradation|Degradation|Detoxification|METHGLYUT-PWY|Methylglyoxal-Detoxification|PWY-5453
rxn01834	Aldehyde-Degradation|Degradation|Detoxification|METHGLYUT-PWY|Methylglyoxal-Detoxification|PWY-5386
rxn01840	2PHENDEG-PWY|AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6071|Phenolic-Compounds-Degradation|Phenylethylamine-Degradation
rxn01842	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6071|PWY0-321|Phenolic-Compounds-Degradation|Phenylacetate-Degradation
rxn01851	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PUTDEG-PWY|Putrescine-Degradation
rxn01857	D-Galacturonate-Degradation|Degradation|GALACT-GLUCUROCAT-PWY|GALACTUROCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn01858	Degradation|NUCLEO-DEG|PWY0-1297
rxn01895	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|HCAMHPDEG-PWY|PWY0-1277|Phenolic-Compounds-Degradation
rxn01911	Ascorbate-Degradation|CARBOXYLATES-DEG|Degradation|PWY-6961
rxn01917	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn01973	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn01974	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn01975	Energy-Metabolism|GLYCOLYSIS-E-D|OXIDATIVEPENT-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle
rxn01977	Carbohydrates-Degradation|Degradation|GLUCOSE1PMETAB-PWY|Sugars-And-Polysaccharides
rxn01989	D-Glucarate-Degradation|Degradation|GLUCARDEG-PWY|GLUCARGALACTSUPER-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
